,words,tf
3101,oscillate,True
3102,panuwek,False
3103,kethai,False
3104,avacado,False
3105,gthkrnnapluwan,False
3106,lagat,False
3107,ewage,False
3108,beautiful,True
3109,aththema,False
3110,salt,True
3111,foriengenerslata,False
3112,noda,False
3113,demawpiyan,False
3114,namata,False
3115,resturanant,False
3116,use,True
3117,thenakin,False
3118,dawasa,False
3119,😋😍,False
3120,balanawa,False
3121,pitath,False
3122,kemkma,False
3123,strawberry,True
3124,mewa,False
3125,githa,False
3126,niyametama,False
3127,attractive,True
3128,too0eka9,False
3129,spend,True
3130,big,True
3131,witharai,False
3132,siyallama,False
3133,samboleta,False
3134,hitya,False
3135,They,True
3136,thibunata,False
3137,epa,False
3138,area,True
3139,ven,False
3140,kandy,False
3141,sahathika,False
3142,parasayan,False
3143,unama,False
3144,awanhalata,False
3145,god,True
3146,badadawakama,False
3147,karala,False
3148,gandak,False
3149,pannipitiya,False
3150,customecare,False
3151,kisima,False
3152,salasanawa,False
3153,seafoods,False
3154,onion,True
3155,ekkata,False
3156,mewage,False
3157,pawathwanawa,False
3158,hadhawathinma,False
3159,balannath,False
3160,hodakuth,False
3161,igenagatthe,False
3162,meyalata,False
3163,woodapple,False
3164,dirty,True
3165,wagon,True
3166,varity,False
3167,song,True
3168,katata,False
3169,yummy,True
3170,cozy,True
3171,naginne,False
3172,ekkenai,False
3173,baya,False
3174,kenektama,False
3175,thmai,False
3176,should,True
3177,good,True
3178,mesa,True
3179,dawalta,False
3180,wela,False
3181,pramukathawaya,False
3182,iwarai,False
3183,drinking,True
3184,feeling,True
3185,tyala,False
3186,waiter,True
3187,nemeine,False
3188,Lanwawe,False
3189,kiyana,False
3190,narakama,False
3191,thiyenna,False
3192,feel,True
3193,bongo,True
3194,nithi,False
3195,nuga,False
3196,manam,False
3197,balnna,False
3198,pudding,True
3199,charithaya,False
3200,ambience,False
3201,methnata,False
3202,!,False
3203,awasthawa,False
3204,weredduwa,False
3205,reswimak,False
3206,4000k,False
3207,depend,True
3208,pawlak,False
3209,gada,False
3210,mosquitoes,True
3211,udeta,False
3212,parisaraya,False
3213,unfortunatelly,False
3214,macarony,False
3215,bona,False
3216,piliwelak,False
3217,social,True
3218,bashawen,False
3219,kaawahari,False
3220,therune,False
3221,duppath,False
3222,meyalagen,False
3223,withara,False
3224,dila,False
3225,maintain,True
3226,aasama,False
3227,balance,True
3228,bathui,False
3229,kapuchino,False
3230,eka00/eka00,False
3231,godai,False
3232,yodagena,False
3233,ikmanta,False
3234,rasak,False
3235,eewune,False
3236,hitva,False
3237,thiyedhi,False
3238,wage,True
3239,daka,False
3240,sagal,False
3241,hithenava,False
3242,hrima,False
3243,hadhila,False
3244,kewama,False
3245,lamai,False
3246,kala,False
3247,mushroom,True
3248,dhenna,False
3249,lamaita,False
3250,sahamulinma,False
3251,nehda,False
3252,bajana,False
3253,45,True
3254,kole,False
3255,view,True
3256,only,True
3257,wena,False
3258,new,True
3259,chalk,True
3260,gaasthu,False
3261,issuwa,False
3262,pasta,True
3263,in,True
3264,helmat,False
3265,labune,False
3266,waadi,False
3267,tissue,True
3268,enawata,False
3269,aadaraya…,False
3270,daala,False
3271,minutes,True
3272,coffee,True
3273,brownie,True
3274,dakkamath,False
3275,kereemak,False
3276,delicious!,False
3277,manage,True
3278,packet,True
3279,mongal,False
3280,thaman,False
3281,puluvan,False
3282,tissues,True
3283,you,True
3284,hoyana,False
3285,nisa,False
3286,kasippu,False
3287,houseflies,True
3288,pirisiduwata,False
3289,herbal,True
3290,hamota,False
3291,samara,False
3292,300,True
3293,wagena,False
3294,tikk,False
3295,permanant,False
3296,thanduri,False
3297,MSG,True
3298,neda?,False
3299,city,True
3300,dakwamu,False
3301,gennagena,False
3302,errrree,False
3303,salads,True
3304,oke,False
3305,alla,False
3306,sweet,True
3307,nadaththu,False
3308,jayen,False
3309,khmada,False
3310,meyaa,False
3311,hoda,False
3312,less,True
3313,ta,True
3314,adambarai,False
3315,pickles,True
3316,samasthayak,False
3317,arenna,False
3318,lovely,True
3319,chill,True
3320,padda,False
3321,tatse,False
3322,but,True
3323,paadui,False
3324,sathiyata,False
3325,kaalekata,False
3326,professional,True
3327,positive,True
3328,best,True
3329,hodi,False
3330,durty,False
3331,thawth,False
3332,wool,True
3333,difference,True
3334,tyenawada,False
3335,kadisarawa,False
3336,unuwen,False
3337,rajakariya,False
3338,garlic,True
3339,hamadeyakama,False
3340,hema,False
3341,color,True
3342,nidahasak,False
3343,paule,False
3344,back,True
3345,bila,False
3346,unwena,False
3347,11,True
3348,15%,False
3349,labila,False
3350,idalama,False
3351,enawaa,False
3352,okkoma,False
3353,namkema,False
3354,illuwama,False
3355,barida,False
3356,එකත්,False
3357,made,True
3358,thana,False
3359,add,True
3360,prashnayak,False
3361,iwara,False
3362,ajith,False
3363,awurudu,False
3364,signature,True
3365,nasigoreng,False
3366,paara,False
3367,rasaye,False
3368,team,True
3369,read,True
3370,lankawe,False
3371,shops,True
3372,kema,False
3373,thenath,False
3374,viski,False
3375,tharuniyan,False
3376,bites,True
3377,labaya,False
3378,nursary,False
3379,dekka,False
3380,karaduwa,False
3381,gatalukari,False
3382,maduru,False
3383,kamaththak,False
3384,inne,False
3385,eadui,False
3386,giya,False
3387,widihata,False
3388,italy,False
3389,welcome,True
3390,poduwe,False
3391,මේ,False
3392,customercare,False
3393,ekka,False
3394,standarded,False
3395,100%k,False
3396,danenne,False
3397,ekakin,False
3398,vinadi,False
3399,saukya,False
3400,ocean,True
3401,groups,True
3402,hitina,False
3403,surrounding,True
3404,yuthu,False
3405,chines,True
3406,aniwaaren,False
3407,tyenw,False
3408,eat,True
3409,yoghurt,False
3410,graze,True
3411,nama,False
3412,ever,True
3413,priyajanaka,False
3414,wathawaraayak,False
3415,paata,False
3416,bit,True
3417,cooked,True
3418,pathanna,False
3419,mother,True
3420,uber,False
3421,athiwenna,False
3422,wima,False
3423,gewasimata,False
3424,least,True
3425,nsa,False
3426,nasthi,False
3427,brand,True
3428,awan,False
3429,pattareta,False
3430,fort,True
3431,decorration,False
3432,widiye,False
3433,dakkama,False
3434,kale,True
3435,hadanaw,False
3436,safety,True
3437,matath,False
3438,kanna,False
3439,ithuru,False
3440,krna,False
3441,wa,False
3442,yaluwan,False
3443,wadiya,False
3444,hasirimath,False
3445,dukak,False
3446,ahurupasa,False
3447,they,True
3448,paudgalika,False
3449,eke,True
3450,functions,True
3451,mask,True
3452,singapuruwa,False
3453,weredak,False
3454,mnager,False
3455,enakam,False
3456,th,False
3457,Api,False
3458,tynawa,False
3459,thank,True
3460,kaamanam,False
3461,aththamai,False
3462,balathdi,False
3463,secuirity,False
3464,hondatama,False
3465,company,True
3466,🇱🇰,False
3467,karaddi,False
3468,pus,True
3469,ekkama,False
3470,mwthana,False
3471,maru,False
3472,lunu,False
3473,room,True
3474,dhunne,False
3475,karanawaa,False
3476,uparimai,False
3477,dawasaking,False
3478,disturb,True
3479,wiwekiwa,False
3480,eliye,False
3481,sombolayak,False
3482,balkani,False
3483,gaga,True
3484,sangithaya,False
3485,purawala,False
3486,standard,True
3487,un,False
3488,aiyye,False
3489,suprice,False
3490,para,True
3491,palapurudu,False
3492,tamanta,False
3493,hadanakota,False
3494,babbu,False
3495,eeka…,False
3496,heta,False
3497,owata,False
3498,methanath,False
3499,walath,False
3500,pihadalawath,False
3501,hithagena,False
3502,range,True
3503,newe,False
3504,penna,False
3505,reception,True
3506,bilpath,False
3507,smuthi,False
3508,value,True
3509,engine,True
3510,පට්ට,False
3511,gahk,False
3512,pawathawagena,False
3513,akkiya,False
3514,palakayonta,False
3515,thwa,False
3516,mulinma,False
3517,nanga,False
3518,eggs,True
3519,Apit,False
3520,denek,False
3521,dima,False
3522,line,True
3523,kannama,False
3524,e?,False
3525,athdekimata,False
3526,aayeth,False
3527,wathawaranayak,False
3528,aprasanna,False
3529,lassna,False
3530,gode,False
3531,space,True
3532,matanam,False
3533,hetath,False
3534,waffles,True
3535,6,True
3536,lassanadha,False
3537,ugure,False
3538,amuththan,False
3539,laba,False
3540,lamaintath,False
3541,weyadam,False
3542,hithawath,False
3543,baluwama,False
3544,lobster,True
3545,wihdihak,False
3546,pissek,False
3547,satha,False
3548,pricema,False
3549,ammohhhhh,False
3550,kewoth,False
3551,varanda,False
3552,emata,False
3553,string,True
3554,parking,True
3555,certificate,True
3556,shashi,False
3557,oyaalata,False
3558,yamak,False
3559,kamthi,False
3560,watapitawa,False
3561,kiyannatharam,False
3562,idak,False
3563,illuwata,False
3564,pahu,False
3565,pranitha,False
3566,meet,True
3567,he,True
3568,hemoma,False
3569,dialog,True
3570,(lunch,False
3571,wenad,False
3572,??,False
3573,wennath,False
3574,ka,False
3575,uncle,True
3576,too0,False
3577,eyalata,False
3578,elama,False
3579,methnin,False
3580,pawa,False
3581,danuma,False
3582,yatithala,False
3583,onna,False
3584,pren,False
3585,thaba,False
3586,weong,False
3587,bariwuna,False
3588,dakapu,False
3589,nethanin,False
3590,foriegnerslata,False
3591,sewan,False
3592,anaagathe,False
3593,environtment,False
3594,ethanava,False
3595,sure,True
3596,discount,True
3597,fair,True
3598,milata,False
3599,aawda,False
3600,saranai,False
3601,nila,False
3602,nandiwa,False
3603,thunahathara,False
3604,pradhana,False
3605,sushi,True
3606,me,True
3607,homely,True
3608,mechchara,False
3609,mekata,False
3610,near,True
3611,mudalat,False
3612,behavior,True
3613,language,True
3614,thought,True
3615,mathiwata,False
3616,nishpadanaya,False
3617,chance,True
3618,ranawiruwo,False
3619,burgers,True
3620,athmidenna,False
3621,raa,False
3622,pasuwai,False
3623,pirenawa,False
3624,appa,False
3625,danune,False
3626,pihidana,False
3627,aawa,False
3628,kathaava,False
3629,facilities,True
3630,kaawa,False
3631,yoda,False
3632,foreign,True
3633,rasnei,False
3634,officersla,False
3635,doubt,True
3636,enough,True
3637,ekan,False
3638,standing,True
3639,ranges,True
3640,denna,False
3641,vatina,False
3642,corn,True
3643,eka,False
3644,haranawa,False
3645,thawath,False
3646,surprise,True
3647,food,True
3648,easy,True
3649,godaaaaaaaaaaak,False
3650,bada,False
3651,napurui,False
3652,deepu,False
3653,credit,True
3654,chrispy,False
3655,arrange,True
3656,දෙයියනේ,False
3657,dining,True
3658,parnse,False
3659,ain,False
3660,sambole,False
3661,karanneth,False
3662,recipe,True
3663,siraawatama,False
3664,asawenma,False
3665,idath,False
3666,mudala,False
3667,kaamath,False
3668,desapaluwanta,False
3669,enna,False
3670,anargai,False
3671,favourite!,False
3672,speed,True
3673,kaarayo,False
3674,menu,True
3675,saturday,False
3676,oi,True
3677,colombo,False
3678,followkarana,False
3679,kemawath,False
3680,ubalage,False
3681,follow,True
3682,an,True
3683,niwila,False
3684,innawada,False
3685,ithama,False
3686,their,True
3687,cleanliness,True
3688,unuwenma,False
3689,'dansalak',False
3690,labai,False
3691,Mila,False
3692,requirements,True
3693,driving,True
3694,desktop,True
3695,hamawelawema,False
3696,sith,False
3697,gunathmkabawai,False
3698,combination,True
3699,containers,True
3700,frieds,False
3701,day,True
3702,kenek,False
3703,fan,True
3704,cut,True
3705,kiwwoth,False
3706,asana,False
3707,over,True
3708,theruwan,False
3709,rathriya,False
3710,andum,False
3711,find,True
3712,parobogika,False
3713,and,True
3714,kathava,False
3715,fatta,False
3716,lassie,True
3717,karannat,False
3718,post,True
3719,whisky,False
3720,kema',False
3721,meseta,False
3722,wargayakama,False
3723,apuluwan,False
3724,wisheshayen,False
3725,varieties,True
3726,mamanam,False
3727,tima,False
3728,hatiyata,False
3729,digatama,False
3730,dewal,False
3731,crispy,True
3732,kapu,False
3733,denakm,False
3734,dj,False
3735,awadhanaya,False
3736,niayama,False
3737,jame,False
3738,stay,True
3739,jackfruit,False
3740,ath,False
3741,bimata,False
3742,palathuru,False
3743,girl,True
3744,foreigners,True
3745,aniwarenma,False
3746,facilitis,False
3747,kulubadu,False
3748,wahane,False
3749,diwi,False
3750,ammath,False
3751,banana,True
3752,sangithayak,False
3753,shrimp,True
3754,ithawata,False
3755,salary,True
3756,biththi,False
3757,kanthawanta,False
3758,yamin,False
3759,kamawala,False
3760,acharyashili,False
3761,karyamandalayata,False
3762,hambenawa,False
3763,sweets,True
3764,your,True
3765,eelangata,False
3766,sathutu,False
3767,sikurada,False
3768,FINALLY,True
3769,purchase,True
3770,chargr,False
3771,aharayak,False
3772,walinma,False
3773,awanhalatama,False
3774,cheap,True
3775,sarai,False
3776,galapenawa,False
3777,lamait,False
3778,custmer,False
3779,karannam,False
3780,guestla,False
3781,piliganimak,False
3782,200ta,False
3783,tell,True
3784,kanawanam,False
3785,uru,False
3786,gava,False
3787,dhigatama,False
3788,asaardaka,False
3789,denneth,False
3790,aththatama,False
3791,wishala,False
3792,mannager,False
3793,hamadetama,False
3794,😋,False
3795,dhey,False
3796,adai,False
3797,mesayak,False
3798,wadi,True
3799,kohomadha,False
3800,buru,False
3801,kannath,False
3802,mehema,False
3803,den,True
3804,atharam,False
3805,hadanne,False
3806,stuff,True
3807,ganudenukaruwan,False
3808,miladi,False
3809,thatakaya,False
3810,thanak,False
3811,chef,True
3812,sub,True
3813,longer,True
3814,pramithita,False
3815,docker,True
3816,wedak,False
3817,oyaa,False
3818,ge,False
3819,GMO,True
3820,brother,True
3821,eekada??,False
3822,monavatada,False
3823,satisfied,True
3824,trip,True
3825,mokuth,False
3826,tami,False
3827,udu,False
3828,photes,False
3829,delight,True
3830,belly,True
3831,lankawedi,False
3832,nee,True
3833,amathaka,False
3834,juices,True
3835,pramanayak,False
3836,parisarayata,False
3837,normal,True
3838,gon,False
3839,Kemath,False
3840,fmous,False
3841,choice,True
3842,dhal,False
3843,tuna,True
3844,kranawa,False
3845,kawru,False
3846,dana,False
3847,Health,True
3848,idiri,False
3849,indala,False
3850,kawadawth,False
3851,ina,False
3852,9n,False
3853,crabs,True
3854,sewakaynge,False
3855,andinawane,False
3856,piliwalak,False
3857,+,False
3858,suggest,True
3859,katha,False
3860,hariyanawa,False
3861,ila,False
3862,',False
3863,wali,False
3864,kola,True
3865,boruwata,False
3866,Hodata,False
3867,hard,True
3868,awasara,False
3869,charithayak,False
3870,giyama,False
3871,nawum,False
3872,fry,True
3873,pariksha,False
3874,adahasak,False
3875,haiyai,False
3876,kullaka,False
3877,bottu,False
3878,oyaalage,False
3879,dawase,False
3880,jaya,False
3881,kamawelak,False
3882,band,True
3883,miss,True
3884,vegetarian,True
3885,simple,True
3886,tuena,False
3887,15,True
3888,tiyena,False
3889,paripurna,False
3890,anthay,False
3891,medium,True
3892,valata,False
3893,amba,False
3894,cream,True
3895,lovers,True
3896,vidihata,False
3897,pathata,False
3898,kma,False
3899,starter,True
3900,genalla,False
3901,chapathi,False
3902,mang,False
3903,other,True
3904,fantastic,True
3905,salada,False
3906,pirenna,False
3907,explain,True
3908,karoki,False
3909,duwa,False
3910,age,True
3911,pawul,False
3912,sadharana,False
3913,satahan,False
3914,withaak,False
3915,arn,False
3916,maximum,True
3917,kiiyanna,False
3918,kalin,False
3919,tamil,False
3920,rasath,False
3921,waiting,True
3922,planning,True
3923,family,True
3924,dugadak,False
3925,Next,True
3926,ajinomotho,False
3927,prashna,False
3928,pol,True
3929,police,True
3930,athinuth,False
3931,when,True
3932,daagena,False
3933,salakanna…,False
3934,edaa,False
3935,wenwa,False
3936,ihalai,False
3937,3500,True
3938,thaama,False
3939,galpena,False
3940,wisa,False
3941,unith,False
3942,hadhala,False
3943,cock,True
3944,snacks,True
3945,mamath,False
3946,rataviruwo,False
3947,saththakinma,False
3948,fire,True
3949,shawarma,False
3950,asa,False
3951,pansale,False
3952,twice,True
3953,mithuran,False
3954,kadayak,False
3955,satis,False
3956,yanava,False
3957,badullay,False
3958,gatalu,False
3959,attracive,False
3960,niladhariya,False
3961,withri,False
3962,awanhala,False
3963,kochchara,False
3964,gota,False
3965,is,True
3966,it,True
3967,awilla,False
3968,fried,True
3969,usama,False
3970,nearly,True
3971,cool,True
3972,Kema,False
3973,epaine,False
3974,ohoma,False
3975,KITCHEN',False
3976,tiyanawa,False
3977,akaraya,False
3978,panirasa,False
3979,review,True
3980,kaala,False
3981,wenakam,False
3982,nemei,False
3983,cake,True
3984,oyata,False
3985,away,True
3986,accessible,True
3987,always,True
3988,idakada,False
3989,garden,True
3990,balamukoo,False
3991,hawasa,False
3992,bottle,True
3993,sithiyame,False
3994,pirennama,False
3995,customers,True
3996,pramithiyata,False
3997,koththuwa,False
3998,tyenewa,False
3999,une,False
4000,laddu,False
4001,dekata,False
4002,souce,False
4003,yanawanam,False
4004,kiyanawa,False
4005,unat,False
4006,pilibanda,False
4007,naththe,False
4008,prasiddha,False
4009,tibbanam,False
4010,ekakuth,False
4011,naan,True
4012,kadimai,False
4013,kaaraya,False
4014,daana,False
4015,piruna,False
4016,sthanayata,False
4017,asamanya,False
4018,A/C,False
4019,pirunu,False
4020,tiba,False
4021,pamanak,False
4022,ekkenekuta,False
4023,tyenawasrilankan,False
4024,booruwo,False
4025,cafe,True
4026,wenama,False
4027,ekagodak,False
4028,pittu,False
4029,saralama,False
4030,match,True
4031,hambena,False
4032,chopcywath,False
4033,qualityata,False
4034,deshiya,False
4035,katta,False
4036,dansalata,False
4037,aduwak,False
4038,Pittu,False
4039,bothalayak,False
4040,ayek,False
4041,shabdaya,False
4042,marry,True
4043,it's,True
4044,decorating,True
4045,thadabadayak,False
4046,rasam,False
4047,cutney,False
4048,kalata,False
4049,nwekala,False
4050,ganath,False
4051,godk,False
4052,mehe,False
4053,Eka,False
4054,godak,False
4055,managerta,False
4056,namuth,False
4057,ground,True
4058,danaganna,False
4059,portions,True
4060,ekkan,False
4061,wine🍷,False
4062,nitamai,False
4063,3000-,True
4064,thamai,False
4065,eekada,False
4066,saneepeta,False
4067,careless,True
4068,cultural,True
4069,bari,False
4070,sunday,False
4071,treat,True
4072,much,True
4073,gedara,False
4074,dammath,False
4075,kama,False
4076,paradise,True
4077,uthsawa,False
4078,athi,False
4079,watinawa,False
4080,hena,False
4081,thami,False
4082,calamari,True
4083,700ta,False
4084,methan,False
4085,submarine,True
4086,apenmai,False
4087,pennuwata,False
4088,record,True
4089,wenuwen,False
4090,400k,False
4091,ekakma,False
4092,anthimata,False
4093,Oh/l,False
4094,hati,False
4095,madya,False
4096,taste,True
4097,mixed,True
4098,iskole,False
4099,cheese,True
4100,pinwanthi,False
4101,karagannawath,False
4102,parisara,False
4103,balannama,False
4104,map,True
4105,kanawada,False
4106,dhuka,False
4107,dhalada,False
4108,vegitable,False
4109,website,True
4110,samanai,False
4111,monawatawath,False
4112,nirdesha,False
4113,-12,True
4114,bill,True
4115,maruna,False
4116,durwalayi,False
4117,kusha,False
4118,kellak,False
4119,my,True
4120,episode,True
4121,cleaning,True
4122,watina,False
4123,desert,True
4124,kiribath,False
4125,folw,False
4126,customerslata,False
4127,lost,True
4128,sului,False
4129,late,True
4130,yanthra,False
4131,natanna,False
4132,fuel,True
4133,1990,True
4134,shirt,True
4135,salakiya,False
4136,garu,False
4137,eth,False
4138,anubala,False
4139,vegetaria,False
4140,kamatama,False
4141,gee,True
4142,karaganna,False
4143,its,True
4144,kawa,False
4145,kelani,False
4146,'family,False
4147,MD,True
4148,onam,False
4149,niskalankai,False
4150,kiwwama,False
4151,thossi,False
4152,waste,True
4153,lotus,True
4154,wideshiya,False
4155,onima,False
4156,thiyey,False
4157,strong,True
4158,parawath,False
4159,dekama,False
4160,group,True
4161,watermelon,True
4162,we,True
4163,ekamada,False
4164,pure,True
4165,seethalai,False
4166,loverslta,False
4167,apitama,False
4168,idala,False
4169,dhunnu,False
4170,👌,False
4171,cargills,False
4172,ude,False
4173,criwded,False
4174,gewana,False
4175,aduma,False
4176,car,True
4177,cheff,False
4178,emyalata,False
4179,denne,False
4180,damme,False
4181,welawakin,False
4182,wessa,False
4183,dunnata,False
4184,langadima,False
4185,biwwe,False
4186,onatharam,False
4187,hitiyata,False
4188,sousages,False
4189,rest,True
4190,prepared,True
4191,danagena,False
4192,kawadawath,False
4193,issarata,False
4194,kohomada,False
4195,galapenne,False
4196,sanwadayakuth,False
4197,uge,False
4198,dekkaama,False
4199,bee,True
4200,eliyata,False
4201,wathurata,False
4202,ehemai,False
4203,paaribogikayanlawa,False
4204,love,True
4205,daamu,False
4206,meke,False
4207,irritating,True
4208,zero,True
4209,sabmarine,False
4210,of,True
4211,denawa,False
4212,shel,False
4213,innawa,False
4214,thula,False
4215,udugampola,False
4216,dinner),False
4217,by,True
4218,kunu,False
4219,balala,False
4220,wal,False
4221,worst,True
4222,be,True
4223,niwaduwa,False
4224,darling,True
4225,pita,True
4226,lamaintanam,False
4227,ekkala,False
4228,20k,False
4229,harma,False
4230,drinks,True
4231,niwadu,False
4232,tharam,False
4233,heaters,True
4234,kemta,False
4235,rahath,False
4236,fishcurry,False
4237,ewata,False
4238,lakshan,False
4239,thibbanam,False
4240,with,True
4241,awama,False
4242,sandyawak,False
4243,burn,True
4244,thiyenava,False
4245,hadswatha,False
4246,vera,False
4247,mention,True
4248,dewiyo,False
4249,piliwelai,False
4250,too0too0,False
4251,wash,True
4252,deparakma,False
4253,5,True
4254,ekakawath,False
4255,wgemai,False
4256,welawta,False
4257,magin,False
4258,kihipayak,False
4259,winithayi,False
4260,cup,True
4261,obàta,False
4262,cancel,True
4263,road,True
4264,deyakna,False
4265,apitath,False
4266,bo,False
4267,chanda,False
4268,satisfaction,True
4269,12,True
4270,ambo,False
4271,rude,True
4272,kawadath,False
4273,widiyatama,False
4274,waasanaa,False
4275,chubby,True
4276,paniir,False
4277,ubath,False
4278,badath,False
4279,nattan,False
4280,mandalaye,False
4281,hithakami,False
4282,keeyada,False
4283,dhennan,False
4284,awe,True
4285,andinna,False
4286,card,True
4287,nawumwa,False
4288,AC,True
4289,maruwenawa,False
4290,red,True
4291,pattai,False
4292,tyenwa,False
4293,responsive,True
4294,naasthi,False
4295,amaaru,False
4296,galle,False
4297,apit,False
4298,thananam,False
4299,hodatama,False
4300,balaaporoththu,False
4301,soup,True
